Time,BookId,ChapterId,Number,Status,Note
2023-08-17 10:27:14:374,2JN,2JN.1,1,200 - Success,--,
2023-08-17 10:27:14:392,REV,REV.1,1,200 - Success,--,
2023-08-17 10:27:14:474,JUD,JUD.1,1,200 - Success,--,
2023-08-17 10:27:14:884,REV,REV.3,3,200 - Success,--,
2023-08-17 10:27:14:933,REV,REV.2,2,200 - Success,--,
2023-08-17 10:27:14:946,REV,REV.5,5,200 - Success,--,
2023-08-17 10:27:15:3,REV,REV.4,4,200 - Success,--,
2023-08-17 10:27:15:481,REV,REV.8,8,200 - Success,--,
2023-08-17 10:27:15:501,REV,REV.6,6,200 - Success,--,
2023-08-17 10:27:15:518,REV,REV.7,7,200 - Success,--,
2023-08-17 10:27:15:537,REV,REV.9,9,200 - Success,--,
2023-08-17 10:27:15:931,REV,REV.10,10,200 - Success,--,
2023-08-17 10:27:15:974,REV,REV.11,11,200 - Success,--,
2023-08-17 10:27:16:48,REV,REV.12,12,200 - Success,--,
2023-08-17 10:27:16:72,REV,REV.13,13,200 - Success,--,
2023-08-17 10:27:16:550,REV,REV.16,16,200 - Success,--,
2023-08-17 10:27:16:569,REV,REV.14,14,200 - Success,--,
2023-08-17 10:27:16:583,REV,REV.15,15,200 - Success,--,
2023-08-17 10:27:16:603,REV,REV.17,17,200 - Success,--,
2023-08-17 10:27:17:67,REV,REV.18,18,200 - Success,--,
2023-08-17 10:27:17:88,REV,REV.21,21,200 - Success,--,
2023-08-17 10:27:17:111,REV,REV.19,19,200 - Success,--,
2023-08-17 10:27:17:132,REV,REV.20,20,200 - Success,--,
2023-08-17 10:27:17:580,REV,REV.22,22,200 - Success,--,
